Review_Status,Org_Name,Event_Name,Event_Description,Event_Date,Start_Time,End_Time,Services,County,Venue_Name,Venue_Address,Venue_City,Venue_Zip,Registration_Link,Additional_Link,Additional_Info,Accessibility,Languages,General_Public,Registration_Required,Location,Rain_Date,Response_Recorded
Approved,Atlantic Health,Wayne Day,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care",9/27/2026,11am,5pm,"[""Town Day""]",Passaic,N/A,475 Valley Road,Wayne,07470,,https://wayneday.com,,,,Yes,No,Outdoors,,9/3/2026 12:41
Approved,Atlantic Health,"Fiesta Latina 2026 - Summit, NJ","Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",9/18/2026,6pm,9:30pm,"[""Other""]",Union,Village Green,356 Broad Street,Summit,07901,,https://www.summitcommunityprograms.com/414/Fiesta-Latina,,,,Yes,No,Outdoors,,9/3/2026 13:05
Approved,Cooper University Health Care,Cooper Pediatric Care Clinic,Pediatric vaccine clinic for children aged 2-17 years,9/17/2026,3pm,5pm,"[""Vaccine clinic""]",Camden,Cooper Pediatric Care Office at Sheridan Pavilion ,3 Cooper Plaza,Camden,08103,,,,"[""Wheelchair accessible"",""Additional Languages""]",,Yes,No,Indoors,,9/8/2026 13:33
Approved,Atlantic Health,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/6/2026,10:00AM,2:00PM,"[""Vaccine clinic""]",Morris,Rexford Tucker Apartments,15 Chateau Thierry Ave,Madison ,07940,,,,,,Yes,Yes,Indoors,,9/8/2026 15:38
Approved,Atlantic Health,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/9/2026,10:00AM,12PM,"[""Vaccine clinic""]",Morris,Interfaith Food Pantry Network,2 Executive Drive,Morris Plains,07950,,,,,,Yes,Yes,Indoors,,9/8/2026 15:44
Approved,Atlantic Health ,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/11/2026,12:30PM,2:00PM,"[""Vaccine clinic""]",Morris,St. Lawrence Church,375 Mains St,Chester,07930,,,,,,Yes,Yes,Indoors,,9/8/2026 16:22
Approved,Atlantic Health,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/13/2026,11:00AM,2:00PM,"[""Vaccine clinic""]",Morris,Nourish,375 S Salem St,Dover,07801,,,,,,Yes,Yes,Indoors,,9/8/2026 16:28
Approved,Atlantic Health ,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/15/2026,11:00AM,3:00PM,"[""Vaccine clinic""]",Morris,Our Promise Drop-In Resource Center,51 Washington St,Morristown,07960,,,,,,Yes,No,Indoors,,9/8/2026 16:33
Approved,Atlantic Health ,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/19/2026,11:00AM,1:30PM,"[""Vaccine clinic""]",Morris,Morristown Senior Center,200 South St,Morristown,07960,,,,,,Yes,No,Indoors,,9/8/2026 16:37
Approved,Atlantic Health,Flu Vaccination Clinic for Adults 18+,"Flu Vaccination Clinic for Adults 18+. In addition, Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/20/2026,2:30PM,4:30PM,"[""Vaccine clinic""]",Morris,Salvation Army,95 Spring St,Morristown,07960,,,,,,Yes,No,Indoors,,9/8/2026 16:43
Approved,Ocean Health Initiatives,Back to School Community Day,Community Back to School Education and Vaccine Scheduling Event,8/20/2026,10am,2pm,"[""Back to school vaccine scheduling event""]",Ocean,Wellpoint Community Site,100 Clifton Ave,Lakewood,08701,,,,"[""Wheelchair accessible""]",English & Spanish,Yes,No,Indoors,,9/9/2026 15:49
Approved,Ocean Health Initiatives ,Back to School Flu Clinic,Flu Clinic and Food Distribution,9/17/2026,10am,2pm,"[""Vaccine clinic"",""Food distribution""]",Ocean,Wellpoint Storefront,100 Clifton Ave,Lakewood,08701,,,,"[""Additional Languages"",""Wheelchair accessible""]",English & Spanish,Yes,No,Indoors,,9/9/2026 15:56
Approved,Ocean Health Initatives,San Gennaro,Fall Festival,9/19/2026,11am,6pm,"[""Vaccine clinic""]",Monmouth,Main Street Belmar San Gennaro Festival,Main Street Belmar,Belmar,07719,,,More info can be found via the Bourough of Belmar's social media accounts.,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,Yes,No,Outdoors,9/20/2026,9/9/2026 16:00
Approved,Ocean Health Initiatives ,Bradley Flu Clinic,Flu Clinic,9/30/2026,2:30pm,4:30pm,"[""Vaccine clinic""]",Monmouth,Bradley Elementary,1100 3rd Ave,Asbury Park,07712,,,,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,No,No,Indoors,,9/9/2026 16:04
Approved,Ocean Health Initiatives,Vaccines on the Boards,"Wellness event to be held in Belmar's Taylor Pavilion. Will have vaccines, blood pressure screening, and glucose screenings.",10/2/2026,12pm,3pm,"[""Vaccine clinic""]",Monmouth,Taylor Pavillion,500 Ocean Ave N,Belmar,07719,,,,"[""Wheelchair accessible""]",English & Spanish,Yes,No,Indoors,,9/9/2026 16:11
Approved,Ocean Health Initiatives,Hispanic Heritage Month Health and Wellness Fair,Hispanic Heritage Month Health and Wellness Fair,10/3/2026,10am,1pm,"[""Vaccine clinic""]",Ocean,St. Anthony's,708 Ocean Ave,Lakewood,08701,,,,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,Yes,No,Outdoors,,9/9/2026 16:17
Approved,Ocean Health Initiatives,"Wash, Dry & Immunize",Community Flu Clinic and Laundry Day,10/9/2026,3pm,6pm,"[""Vaccine clinic""]",Ocean,Laundry Time,137 Ocean Ave,Lakewood,08701,,,,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,Yes,No,Indoors,,9/9/2026 16:24
Approved,Ocean Health Initiatives,Main Street Wellness ,Flu Clinic and Food Distribution Event,10/15/2026,10am,2pm,"[""Vaccine clinic""]",Ocean,Wellpoint Storefront,100 Clifton Ave,Lakewood,08701,,,,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,Yes,No,Indoors,,9/9/2026 16:27
Approved,Ocean Health Initiatives,Trunk or Treat,Flu Clinic Trunk or Treat Event,10/24/2026,10am,2pm,"[""Vaccine clinic""]",Ocean,OHI Toms River Health Center,10 Stockton Drive,Toms River,08755,,,,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,Yes,No,Outdoors,,9/9/2026 16:32
Approved,Ocean Health Initiatives,Flu Fighter Tuesday,Special Flu Clinic walk in day,10/27/2026,10am,2pm,"[""Vaccine clinic""]",Monmouth,OHI Freehold Health Center,20 Jackson St E,Freehold Borough,07728,,,,"[""Wheelchair accessible"",""Additional Languages""]",English & Spanish,Yes,No,Indoors,,9/9/2026 16:37
Approved,Kessler Foundation,Fall Fest,"Fall Fest, a free, family-friendly celebration that brings together people with disabilities, caregivers, researchers, and our community for an afternoon of fun, connection, and purpose, all in support of disability and rehabilitation research.",10/4/2026,Noon,3 p.m.,"[""Meet scientists conducting research on autism, traumatic brain injury, spinal cord injury, stroke, and other conditions.""]",Essex,Kessler Campus,1199 Pleasant Valley Way, West Orange,07052,,,,"[""Wheelchair accessible""]",,Yes,No,Outdoors,,9/9/2026 20:48
Approved,CAMcare Health,Flu Vaccine Clinic,"Each year, many Camden City school students face barriers to returning to school because they have not received their influenza vaccination by the required deadline. To help address this gap in access to care within our patient population, we will be offering dedicated influenza vaccine clinics throughout the upcoming season. Three clinics are currently scheduled, with the first taking place on September 26th. Through these clinics, we aim to make influenza vaccination more accessible to our patients, reduce preventable disruptions to school attendance, and help ensure that our patients can remain healthy and engaged in their education.",9/26/2026,9:00AM,12:00 PM,"[""Vaccine clinic""]",Camden,CAMcare Health Corp ,817 Federal Street,Camden ,08103,Please call CAMcare Health to register at 000-000-0000.,,,"[""Wheelchair accessible"",""Additional Languages""]",Spanish ,No,Yes,Indoors,,9/9/2026 23:12
Approved,City of Trenton Department of Health and Human Services,PINK OUT: Breast Cancer Awareness Parade and Ceremony,"This event will feature a Breast Cancer Awareness Parade, Community Health Fair, and Recognition Ceremony. The parade will begin at 2:00 p.m. at the New Jersey State House Annex and proceed to Trenton City Hall. Following the parade, attendees are invited to participate in a ceremony honoring breast cancer survivors, individuals currently fighting breast cancer, and their families, along with a community health fair offering valuable health information and resources.",10/10/2026,2:00pm,5:00pm,"[""Health and Social Support Resources""]",Mercer,Trenton City Hall ,319 East State Street,Trenton,08608,,,https://www.trentonnj.org/m/newsflash/home/detail/1333,"[""Wheelchair accessible"",""Resources provided in additional languages""]",Spanish,Yes,No,Outdoors,10/17/2026,9/14/2026 15:58
Approved,Cooper Health,Pediatric Vaccine Clinics for Children ,Vaccines for children ages 2-17 years,9/17/2026,3pm ,5pm,"[""Vaccine clinic""]",Camden,Cooper Pediatric Care office at Sheridan Pavilion,3 Cooper Plaza,Camden,08103,,,,,,Yes,No,Indoors,,9/14/2026 23:07
Approved,Cooper Health ,Pediatric Vaccine Clinic for Children ,pediatric vaccine clinic,9/22/2026,5pm,7pm ,"[""Vaccine clinic""]",Camden,Cooper Pediatric Care office at Sheridan Pavilion,3 Cooper Plaza,Camden,08103,,,,,,Yes,No,Indoors,,9/14/2026 23:10
Approved,Cooper Health ,Pediatric Vaccine Clinic for Children Ages 2-17 yrs,Pediatric vaccines for children 2-17 yrs. ,9/24/2026,3pm,5pm,"[""Vaccine clinic""]",Camden,Cooper Pediatric Care office at Sheridan Pavilion,3 Cooper Plaza,Camden,08103,,,,,,Yes,No,Indoors,,9/14/2026 23:13
Approved,Cooper Health ,Pediatric Vaccine Clinic for Children ages 2-17 yrs.,vaccine clinic for children ,9/29/2026,5pm,7pm,"[""Vaccine clinic""]",Camden,Cooper Pediatric Care office at Sheridan Pavilion,3 Cooper Plaza,Camden,08103,,,,,,Yes,No,Indoors,,9/14/2026 23:16
Approved,Cooper Health ,No Kid Hungry ,Cooper University Health Care is in partnership with the No Kid Hungry campaign to provide families with food insecurities with a fresh bag of fruits and vegetables.,9/10/2026,9:30 AM,12:00 PM,"[""Education on food security and child immunizations""]",Camden,Cooper University Health ,3 Cooper Plaza,Camden,08103,,,,"[""interpreter services ""]",,Yes,No,Indoors,,9/14/2026 23:26
Approved,Cooper Health ,9/11 Heroes Run,Community Outreach on childhood vaccines at 9/11 Heroes Run/Walk,9/13/2026,9:00 AM,12:00 PM,"[""education ""]",Camden,Cooper River,Cooper River,Pennsauken ,08109,,,,,,Yes,No,Outdoors,,9/14/2026 23:30
Approved,Cooper Health ,11th Annual Open House & Health Fair,"Annual community open house and health fair providing free health screenings, community resources, education on childhood vaccinations, local vendors, and family-friendly activities. The event supports families in need through door prize and basket auction donations while connecting residents with healthcare organizations, businesses, and community services.",9/13/2026,1:00 PM,4:00 PM,"[""Outreach and education ""]",Camden,151 Fries Mill Road ,"151 Fries Mill Road, Bldg. 600, Suite 604",Turnersville,08012,,,,,,Yes,No,Outdoors,,9/14/2026 23:35
Approved,Cooper Health ,No Kid Hungry ,Cooper University Health Care is in partnership with the No Kid Hungry campaign to provide families with food insecurities with a fresh bag of fruits and vegetables. Education on childhood vaccines. ,9/17/2026,9:30 AM,12:00 PM,"[""Education and Outreach ""]",Camden,Cooper University Health Care,3 Cooper Plaza,Camden,08103,,,,"[""Additional Languages"",""Interpretation Services ""]",,Yes,No,Indoors,,9/14/2026 23:40
Approved,Cooper Health ,No Kid Hungry,Cooper University Health Care is in partnership with the No Kid Hungry campaign to provide families with food insecurities with a fresh bag of fruits and vegetables. Childhood Vaccination Education available. ,9/24/2026,9:30 AM,12:00 PM,"[""Education and Outreach ""]",Camden,Cooper University Health Care,3 Cooper Plaza,Camden,08103,,,,"[""Additional Languages"",""Interpretation Services ""]",,Yes,No,Indoors,,9/14/2026 23:43
Approved,Cooper Health ,Roots to Resources ,"Every 4th Thursday of the month from 5-7PM, Cooper and the Center for Family Services will be providing fresh produce and resources to support health and wellbeing.  Childhood vaccination education provided.",9/24/2026,5:00 PM,7:00 PM,"[""Education, fresh produce and resources ""]",Camden,Center for Family Services ,400 Mt. Vernon St.,Camden,08103,,,,"[""Additional Languages""]",Spanish,Yes,No,Indoors,,9/14/2026 23:47
Approved,Cooper Health ,Food for Good Fest (SJFB),"September is National Hunger Action Month, and the Food Bank of South Jersey is marking it with Food for Good Fest, a new community event on Friday, September 25. Focused on health, wellness, and food access, the event brings community members and local partners together for food trucks, cooking demonstrations, and a pay-what-you-can farmers market.",9/25/2026,11:00 AM,2:00 PM,"[""resources, education and outreach""]",Camden,1300 John Tipton Blvd,1300 John Tipton Blvd,Pennsauken,08110,,,,,,Yes,No,Outdoors,,9/14/2026 23:51
Approved,CHEMED,Community Vaccine Clinics,Community vaccination clinic,10/25/2026,12:00 PM,6:00 PM,"[""Vaccine clinic""]",Ocean,CHEMED,1771 Madison Ave,Lakewood,08701,,https://www.chemedhealth.org/,"CHEMED Health Center will be hosting WEEKLY vaccine clinics throughout the months of October, November, December, and January. Visit our website for more information and join us at our kick-off event in late October! Looking forward to a happy and healthy flu-free season! ***Stay Tuned for More Information on our Website www.chemedhealth.org***","[""Wheelchair accessible"",""Additional Languages""]",Spanish,Yes,No,Indoors,,9/15/2026 20:25
Approved,CHEMED,Lakewood Public Schools Joint Health Initiative ,Open School Night,9/15/2026,7:00 PM,8:00 PM,"[""Student Health Initiative""]",Ocean,Spruce Street School,90 Spruce Street,Lakewood,08701,,https://www.chemedhealth.org/,"For Parents of Students in Lakewood Public Schools: Come Visit our table at Open School Night and finalize your registration for our pilot program: Introducing Medical Visits to your child's School Nurse Visit- Piloting bringing healthcare directly to the community members who need it. Enabling us to keep kids in class as much as possible, parents to remain as stress free as possible, and increased access to healthcare! ",,Spanish,No,No,Indoors,,9/15/2026 20:32
Approved,Zufall Health Center,Vaccine Clinic at Weston Elementary School,Vaccines for Students ,10/5/2026,3:00 PM,5:30 PM,"[""Vaccine clinic""]",Somerset,Weston Elementary School,600 Newark Avenue,Manville,08835,,,,"[""Unknown""]",Spanish,Yes,No,Indoors,,9/17/2026 15:03
Approved,Bridgeway Behavioral Health Services,Community Wellness Day!,"Join Bridgeway Behavioral Health Services and more than 20 community organizations for a FREE Community Wellness Fair in Hoboken! Enjoy health and wellness resources, free screenings, activities, music, refreshments and opportunities to connect with services for individuals and families. Our Hoboken location is also home to the Hudson County Mental Health Urgent Care Center, offering walk-in, same-day behavioral health support. Come learn, connect and enjoy the day, everyone is welcome!",10/3/2026,10:00,2:00,"[""Health Screenings, Resources, Mental health screenings, family activities""]",Hudson,Bridgeway Behavioral Health Services Parking Area,506 3rd Street ,Hoboken,07030,,https://www.facebook.com/BridgewayMentalHealth,,"[""Wheelchair accessible"",""Additional Languages""]","Spanish, Portuguese",Yes,No,Outdoors,No rain date,9/17/2026 16:23
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/1/2026,1:00 PM,4:45 PM,"[""Vaccine clinic""]",Hudson,Christ St. John Lutheran Church,6500 Bergenline Avenue,West New York,07093,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 22:09
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",9/30/2026,10:30 AM,2:15 PM,"[""Vaccine clinic""]",Hudson,Secaucus Senior Center,101 Centre Avenue #156,Secaucus,07094,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 22:16
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination  ",9/28/2026,1:00 PM,4:45 PM,"[""Vaccine clinic""]",Hudson,Kearny Town Hall,402 Kearny Avenue,Kearny,07032,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 22:20
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",9/26/2026,11:00 AM,1:45 PM,"[""Vaccine clinic""]",Hudson,Jersey City Free Public Library: Cunningham Branch,275 Martin Luther King Drive,Jersey City,07305,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 22:29
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",9/24/2026,1:00 PM,4:45 PM,"[""Vaccine clinic""]",Hudson,Bayonne Public Library,697 Avenue C,Bayonne,07002,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 23:27
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/7/2026,3:00 PM,5:45 PM,"[""Vaccine clinic""]",Hudson,Hamilton Park Farmers Market,180 10th Street,Jersey City,07302,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Outdoors,,9/18/2026 23:32
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/8/2026,1:00 PM,4:45 PM,"[""Vaccine clinic""]",Hudson,Save Latin America,138 39th Street,Union City,07087,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 23:38
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/15/2026,1:00 PM,4:45 PM,"[""Vaccine clinic""]",Hudson,Hoboken Multi-Service Center,124 Grand Street,Hoboken,07030,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/18/2026 23:56
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/20/2026,10:30 AM,2:15 PM,"[""Vaccine clinic""]",Hudson,North Bergen Recreation Center and Kennedy Branch Library,1231 Kennedy Boulevard,North Bergen,07047,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/19/2026 2:02
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/22/2026,1:00 PM,4:45 PM,"[""Vaccine clinic""]",Hudson,Bayonne Public Library,697 Avenue C,Bayonne,07002,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/19/2026 2:25
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/26/2026,12:00 PM,3:45 PM,"[""Vaccine clinic""]",Hudson,Memorial Park,460 Kearny Avenue,Kearny,07032,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Outdoors,,9/19/2026 2:31
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",9/27/2026,1:00 PM,2:45 PM,"[""Vaccine clinic""]",Hudson,First Wesleyan Church,201 Woodlawn Avenue,Jersey City,07305,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/21/2026 13:52
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/3/2026,10:00 AM,1:45 PM,"[""Vaccine clinic""]",Hudson,Jersey City Free Public Library - Priscilla Gardner Main Library,472 Jersey Avenue,Jersey City,07302,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/21/2026 13:57
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/6/2026,10:30 AM,3:45 PM,"[""Vaccine clinic""]",Hudson,The Hudson School,422 Willow Avenue,Hoboken,07030,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/21/2026 14:07
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/19/2026,3:00 PM,6:45 PM,"[""Vaccine clinic""]",Hudson,Jersey City Free Public Library - Lafayette Branch,307 Pacific Avenue,Jersey City,07304,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,,,,Yes,No,Indoors,,9/21/2026 14:18
Approved,Hudson Regional Health Commission,HRHC Vaccination Clinic,"Hudson Regional Health Commission (HRHC), in partnership with Hudson County local health departments, offers free vaccines for eligible children and adults at community vaccination clinics. Flu and COVID-19 vaccines are available on a walk-in basis. Select childhood and adult vaccines require an appointment and advance registration. Appointment requests must be submitted at least one week before the clinic. Visit the HRHC vaccination website for vaccine availability, eligibility information, and appointments: https://hudsonregional.gov/programs/vaccination",10/13/2026,2:00 PM,5:00 PM,"[""Vaccine clinic""]",Hudson,Bayonne Public Library,697 Avenue C,Bayonne,07002,https://hudsonregional.gov/programs/vaccination,https://hudsonregional.gov/programs/vaccination,For NJDOH only: This submission replaces the previous HRHC VFC clinic submission for 10/13,,,Yes,No,Indoors,,9/21/2026 15:07
Approved,Zufall Health,Vaccine Clinic,Flu Vaccine clinic for children and families,10/15/2026,2:30PM,5:00PM,"[""Vaccine clinic""]",Somerset,HOPES CAP ,113 Belmont Drive ,Somerset,08873,,,,,Spanish,Yes,No,Indoors,,9/22/2026 16:56
